Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature
126,82430,57141,2015-4-4,"[1, 0, 1]",0,18,1,0,1,0,2,0.8787524962891602,0.13506493506493505,0.37809873354003076
127,83271,59604,2015-4-5,"[1, 1, 1]",1,18,1,1,1,0,0,1.082147036083007,0.13246753246753246,0.39512914904621377
128,83271,59604,2015-4-5,"[1, 1, 1, 1]",1,18,1,1,1,0,0,1.082147036083007,0.13506493506493505,0.39512914904621377
129,83271,59604,2015-4-5,"[1, 1, 1, 1, 1]",0,18,1,1,1,0,0,1.082147036083007,0.13506493506493505,0.39512914904621377
130,82581,56050,2015-4-6,"[1, 1, 1]",1,19,1,1,1,0,0,1.077248865385755,0.13246753246753246,0.3705550131513805
131,82585,55203,2015-4-8,"[1, 1, 1]",1,20,1,1,1,0,0,1.0760815185707375,0.12987012987012989,0.36469843096147514
132,82596,55754,2015-4-8,"[1, 1, 1]",1,20,1,1,1,0,0,1.0768409141965636,0.13506493506493505,0.3685083209102802
133,82583,59865,2015-4-8,"[1, 0, 1]",1,20,1,0,1,0,2,0.8825067498005035,0.13506493506493505,0.39693383375880564
134,82592,55320,2015-4-8,"[1, 1, 1]",1,20,1,1,1,0,0,1.0762427695475463,0.13506493506493505,0.36550742755677496
135,82590,55713,2015-4-8,"[1, 1, 1]",1,20,1,1,1,0,0,1.0767844074440067,0.13506493506493505,0.36822482637688453
136,83251,57186,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.078814515895625,0.12987012987012989,0.3784098860766846
137,83236,56017,2015-4-10,"[1, 1, 1]",0,21,1,1,1,0,0,1.077203384341014,0.13506493506493505,0.3703268346245011
138,83246,56885,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.0783996736390487,0.13506493506493505,0.37632862133151157
139,83239,55813,2015-4-10,"[1, 0, 1]",0,21,1,0,1,0,2,0.8769222287917064,0.13506493506493505,0.36891627645833736
140,83238,56057,2015-4-10,"[1, 0, 1]",0,21,1,0,1,0,2,0.877258512880094,0.13506493506493505,0.37060341465708224
141,83244,57732,2015-4-10,"[1, 0, 1]",0,21,1,0,1,0,2,0.8795670204540662,0.13506493506493505,0.38218520352141694
142,83249,57146,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.0787593873565453,0.13506493506493505,0.37813330604410345
143,83237,56135,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.0773660135313,0.13506493506493505,0.37114274572061545
144,83245,56107,2015-4-10,"[1, 0, 1]",0,21,1,0,1,0,2,0.8773274235539439,0.13506493506493505,0.3709491396978087
145,83241,56037,2015-4-10,"[1, 0, 1]",0,21,1,0,1,0,2,0.8772309486105541,0.13506493506493505,0.3704651246407917
146,83252,56520,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.0778966257199443,0.13506493506493505,0.3738048285342088
147,83248,55223,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.0761090828402775,0.13506493506493505,0.36483672097776576
148,83232,57388,2015-4-10,"[1, 1, 1, 1]",0,21,1,1,1,0,0,1.0790929150179789,0.13506493506493505,0.3798066152412193
149,83253,56763,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.078231531594855,0.13506493506493505,0.3754850522321391
150,83240,53868,2015-4-10,"[1, 0, 1]",0,21,1,0,1,0,2,0.8742416035789446,0.13506493506493505,0.35546757237408
151,83250,55308,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.0762262309858224,0.13506493506493505,0.3654244535470006
152,83242,56497,2015-4-10,"[1, 0, 1]",0,21,1,0,1,0,2,0.8778649268099732,0.13506493506493505,0.3736457950154747
153,83254,54789,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.0755109381912602,0.13506493506493505,0.36183582762426053
154,83243,58057,2015-4-10,"[1, 0, 1]",0,21,1,0,1,0,2,0.8800149398340906,0.13506493506493505,0.38443241628613867
155,83247,56454,2015-4-10,"[1, 1, 1]",1,21,1,1,1,0,0,1.0778056636304623,0.13506493506493505,0.37334847148045
156,83228,57257,2015-4-13,"[1, 1, 0]",0,22,1,1,0,0,1,0.37891236905249204,0.1272727272727273,0.3789008156345161
157,83227,61299,2015-4-14,"[1, 1, 0]",0,23,1,1,0,0,1,0.3844831079265192,0.13246753246753246,0.40684922792683903
158,83230,56937,2015-4-14,"[1, 1, 1]",1,23,1,1,1,0,0,1.0784713407398525,0.13506493506493505,0.37668817537386706
159,82372,66316,2015-4-18,"[1, 1, 1]",1,24,1,1,1,0,0,1.0913976049406198,0.12467532467532468,0.441539278513327
160,82371,89267,2015-4-19,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,25,0,1,1,0,1,1.0230289824512078,0.13246753246753246,0.6002339867075637
161,82371,89267,2015-4-19,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,25,1,0,1,0,2,0.9230289824512077,0.13506493506493505,0.6002339867075637
162,82372,66316,2015-4-19,"[1, 1, 1, 1]",1,25,1,1,1,0,0,1.0913976049406198,0.13506493506493505,0.441539278513327
163,82373,69960,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,0.9964198148508014,0.13506493506493505,0.46673571948146775
164,82382,73102,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.1007501615955302,0.13506493506493505,0.48846108104071534
165,82383,66652,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.0918606846688912,0.13506493506493505,0.44386255078700854
166,82384,76261,2015-4-19,"[1, 1, 1]",1,25,1,1,1,0,0,1.105103937969368,0.13506493506493505,0.5103039891138099
167,82371,89267,2015-4-19,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,25,1,1,0,0,1,0.42302898245120785,0.13506493506493505,0.6002339867075637
168,82385,78861,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,1.0086872930095634,0.13506493506493505,0.5282816912315833
169,82381,69009,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.095109133834176,0.13506493506493505,0.46016002920685145
170,82395,76544,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,1.0054939723833582,0.13506493506493505,0.5122607928443214
171,82386,67142,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,0.9925360092726202,0.13506493506493505,0.4472506561861273
172,82387,70792,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,0.997566488463664,0.13506493506493505,0.47248858415915523
173,82389,78085,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,1.0076177993514126,0.13506493506493505,0.5229160385995093
174,82390,71082,2015-4-19,"[1, 1, 1]",1,25,1,1,1,0,0,1.0979661703719936,0.13506493506493505,0.47449378939536835
175,82376,67940,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.093635823627265,0.13506493506493505,0.4527684278361208
176,82378,76760,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.1057916664943899,0.13506493506493505,0.5137543250202594
177,82391,69089,2015-4-19,"[1, 1, 1]",1,25,1,1,1,0,0,1.095219390912336,0.13506493506493505,0.4607131892720137
178,82375,73960,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.1019326687587947,0.13506493506493505,0.49439372273958054
179,82374,81661,2015-4-19,"[0, 1, 1]",0,25,0,1,1,0,1,1.0125462907451586,0.13506493506493505,0.5476422935122622
180,82373,69960,2015-4-19,"[1, 0, 1, 1]",0,25,1,0,1,0,2,0.8964198148508015,0.13506493506493505,0.46673571948146775
181,82392,69277,2015-4-19,"[1, 1, 1]",1,25,1,1,1,0,0,1.0954784950460117,0.13506493506493505,0.462013115425145
182,82393,78369,2015-4-19,"[1, 1, 1]",1,25,1,1,1,0,0,1.1080092119788802,0.13506493506493505,0.5248797568308353
183,82372,66316,2015-4-19,"[1, 1, 1, 1, 1]",0,25,1,1,1,0,0,1.0913976049406198,0.13506493506493505,0.441539278513327
184,82394,70898,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,0.9977125790922259,0.13506493506493505,0.4732215212454952
185,82379,69185,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.0953516994061279,0.13506493506493505,0.4613769813502084
186,82377,68607,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.0945550920164229,0.13506493506493505,0.45738039987941115
187,82388,72459,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,0.9998639703298202,0.13506493506493505,0.4840150570169737
188,82399,70975,2015-4-19,"[1, 1, 1]",1,25,1,1,1,0,0,1.0978187015299548,0.13506493506493505,0.4737539378082139
189,82398,87494,2015-4-19,"[1, 1, 1]",1,25,1,1,1,0,0,1.1205854099564898,0.13506493506493505,0.5879745767634051
190,82380,76132,2015-4-19,"[1, 1, 1]",0,25,1,1,1,0,0,1.104926148430835,0.13506493506493505,0.5094120185087357
191,82396,73845,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,1.0017741742089399,0.13506493506493505,0.49359855514590983
192,82397,69986,2015-4-19,"[0, 1, 1]",1,25,0,1,1,0,1,0.9964556484012034,0.13506493506493505,0.4669154965026455
193,82400,69501,2015-4-19,"[1, 1, 1]",1,25,1,1,1,0,0,1.0957872148648593,0.13506493506493505,0.4635619636075993
194,82386,67142,2015-4-19,"[1, 0, 1, 1]",0,25,1,0,1,0,2,0.8925360092726202,0.13506493506493505,0.4472506561861273
195,82390,71082,2015-4-19,"[1, 1, 1, 1]",0,25,1,1,1,0,0,1.0979661703719936,0.13506493506493505,0.47449378939536835
196,82392,69277,2015-4-19,"[1, 1, 1, 1]",0,25,1,1,1,0,0,1.0954784950460117,0.13506493506493505,0.462013115425145
197,82387,70792,2015-4-19,"[1, 0, 1, 1]",0,25,1,0,1,0,2,0.897566488463664,0.13506493506493505,0.47248858415915523
198,82384,76261,2015-4-19,"[1, 1, 1, 1]",0,25,1,1,1,0,0,1.105103937969368,0.13506493506493505,0.5103039891138099
199,82398,87494,2015-4-19,"[1, 1, 1, 1]",0,25,1,1,1,0,0,1.1205854099564898,0.13506493506493505,0.5879745767634051
200,82393,78369,2015-4-19,"[1, 1, 1, 1]",0,25,1,1,1,0,0,1.1080092119788802,0.13506493506493505,0.5248797568308353
